NEIGHBORID,Pet,Pet_tag,StoreCard,No_transaction,LTD,FTD,Net_Amount,No_transaction_last_sixmonth,Tenure_days,Avg_diff_btw_trans,Recency,Tenure_FTD_days,Avg_no_transaction_sixmonth,No_Coupon_Trans,LTV_margin,marketinghomestoreid,Percent_change_tenure,Segment
3897678,"Bird,Dog,Reptile",5,False,79,2018-01-03,2015-07-27,1714.15,25,891,11.27848,20,911,15.60922,1,907.1696,87,60.16174,A1
3915803,"Cat,Dog,Fish,Wild Bird",4,False,87,2018-01-07,2015-08-02,5166.43,21,889,10.21839,16,905,17.30387,18,1225.4258,8016,21.36015,A1
3932888,"Bird,Cat,Dog,Reptile",4,False,95,2018-01-10,2015-07-28,3282.41,21,897,9.44211,13,910,18.79121,6,1154.2831,8055,11.75439,A1
3979124,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,90,2018-01-06,2015-08-06,4498.04,17,884,9.82222,17,901,17.98002,25,1553.9416,158,-5.45062,A1
4012711,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,78,2018-01-05,2015-11-07,5175.35,17,790,10.12821,18,808,17.37624,0,1763.7871,7019,-2.16524,A1
403236,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,70,2018-01-06,2015-08-01,1789.21,16,889,12.7,17,906,13.90728,1,512.13409,89,15.04762,A2
7119149,"Bird,Cat,Dog,Fish,Small Animal",4,False,35,2017-12-30,2017-02-11,680.45,22,322,9.2,24,346,18.20809,9,222.83,4065,20.8254,A2
7123678,"Bird,Dog,Fish",5,False,24,2017-12-28,2017-04-08,560.0,20,264,11.0,26,290,14.89655,2,246.0615,3,34.25926,A1
7123871,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,140,2018-01-11,2016-05-18,2343.23,47,603,4.30714,12,615,40.97561,14,854.01,4039,14.70238,A1
716981,"Bird,Cat,Dog,Fish",4,False,56,2018-01-02,2015-08-06,1304.09,18,880,15.71429,21,901,11.18757,3,394.10873,97,60.89286,A2
7191400,"Cat,Dog,Fish,Wild Bird",4,False,55,2017-12-06,2015-08-01,948.82,16,858,15.6,48,906,10.92715,5,457.2967,209,46.42424,A2
7255732,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,34,2018-01-09,2016-04-02,432.02,23,647,19.02941,14,661,9.2587,22,222.95,4039,148.41503,A2
7300848,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,49,2018-01-05,2016-05-23,2513.49,16,592,12.08163,18,610,14.45902,3,1002.45,4028,10.6576,A1
7326256,"Bird,Cat,Dog,Small Animal",4,False,19,2018-01-13,2017-02-11,381.07,18,336,17.68421,10,346,9.88439,4,142.85,4139,82.10526,A2
1176401,"Bird,Cat,Dog,Fish,Reptile",4,False,79,2018-01-10,2015-10-04,5445.55,20,829,10.49367,13,842,16.88836,5,1757.68134,197,18.42475,A1
141309,"Bird,Cat,Dog,Fish,Wild Bird",4,False,49,2018-01-10,2015-11-07,1604.16,16,795,16.22449,13,808,10.91584,1,590.05,4111,46.57596,A1
1429791,"Bird,Cat,Dog,Fish",4,False,63,2018-01-06,2016-02-06,4174.71,16,700,11.11111,17,717,15.8159,5,1450.5279,4013,1.16402,A1
5608832,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,86,2018-01-13,2015-08-02,2419.14,16,895,10.40698,10,905,17.10497,32,643.14504,53,-6.45995,A1
5739790,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,71,2018-01-13,2015-08-18,1059.39,35,879,12.38028,10,889,14.3757,0,537.5612,228,143.46635,A2
5851341,"Dog,Fish,Reptile,Small Animal",5,False,49,2018-01-12,2016-08-19,458.3,17,511,10.42857,11,522,16.89655,1,278.63,4074,0.61224,A2
5911769,"Cat,Dog,Small Animal,Wild Bird",4,False,81,2018-01-11,2016-04-23,2181.13,37,628,7.75309,12,640,22.78125,1,582.6017,205,62.41427,A1
4099441,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,151,2018-01-12,2015-07-27,2471.93,25,900,5.96026,11,911,29.83535,4,700.51384,15,-16.20677,A1
4108246,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,82,2018-01-08,2015-08-02,1784.95,21,890,10.85366,15,905,16.30939,2,1034.943,8030,28.76016,A1
4191837,"Cat,Dog,Small Animal,Wild Bird",4,False,72,2017-12-24,2015-08-17,1583.1,16,860,11.94444,30,890,14.5618,5,889.1254,88,9.87654,A1
4256395,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,53,2018-01-11,2017-04-15,1520.91,34,271,5.11321,12,283,33.71025,36,436.16,158,0.85954,A1
4279709,"Dog,Fish,Reptile,Small Animal",5,False,42,2017-12-18,2015-07-27,1049.99,17,875,20.83333,36,911,8.29857,3,535.6997,141,104.8545,A2
4336370,"Cat,Dog,Fish,Wild Bird",4,False,131,2018-01-11,2015-10-15,3339.5,30,819,6.25191,12,831,28.37545,14,1011.81836,246,5.72519,A1
2696708,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,147,2018-01-08,2015-07-28,1412.91,28,895,6.08844,15,910,29.07692,5,298.3685,59,-3.7037,A2
2715420,"Cat,Dog,Reptile,Wild Bird",4,False,83,2018-01-12,2015-07-28,4030.78,18,899,10.83133,11,910,16.41758,8,779.5649,9005,9.63855,A1
2768871,"Cat,Dog,Fish,Wild Bird",4,False,139,2018-01-11,2015-07-30,10979.32,26,896,6.44604,12,908,27.55507,21,2348.7719,15,-5.64349,A1
2802259,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,116,2017-12-27,2016-10-09,1168.73,27,444,3.82759,27,471,44.33121,59,193.19,4066,-39.09483,A2
281010,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,201,2018-01-09,2015-07-26,1785.65,44,898,4.46766,14,912,39.67105,8,686.35707,163,10.91211,A1
2839264,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,116,2018-01-10,2015-07-26,3693.57,22,899,7.75,13,912,22.89474,29,2006.4861,9025,-3.90805,A1
7420790,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,29,2018-01-09,2016-03-28,851.95,17,652,22.48276,14,666,7.83784,1,422.4,240,116.89655,A2
7436081,"Bird,Cat,Dog,Wild Bird",4,False,96,2018-01-13,2015-08-06,2106.56,20,891,9.28125,10,901,19.17869,1,891.16749,66,4.28241,A1
7462060,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,101,2017-12-28,2015-08-27,6019.85,20,854,8.45545,26,880,20.65909,2,1246.0466,120,-3.19032,A1
7546387,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,69,2017-12-30,2015-08-11,3973.8,21,872,12.63768,24,896,13.86161,6,1908.035,8,51.49758,A1
7689543,"Cat,Fish,Reptile,Small Animal",5,False,70,2018-01-11,2016-09-12,1576.38,29,486,6.94286,12,498,25.3012,5,750.92,116,14.61905,A1
7744745,"Bird,Cat,Dog,Reptile,Small Animal",4,False,22,2018-01-13,2017-05-15,418.56,16,243,11.04545,10,253,15.65217,3,193.61,4087,2.22222,A1
7763946,"Fish,Reptile",5,False,37,2017-12-08,2017-05-20,810.92,30,202,5.45946,46,248,26.85484,2,520.53,99,11.71171,A1
7776752,"Bird,Cat,Dog,Fish,Reptile",4,False,51,2017-12-09,2017-05-23,415.23,34,200,3.92157,45,245,37.46939,21,315.97,9033,-9.25926,A1
1535553,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,57,2018-01-07,2015-08-26,1588.33,24,865,15.17544,16,881,11.64586,0,836.9575,75,106.08187,A1
1577958,"Dog,Fish,Wild Bird",5,False,71,2018-01-12,2015-08-12,1194.6,18,884,12.4507,11,895,14.27933,1,439.56456,9010,26.05634,A2
1604930,"Dog,Small Animal,Wild Bird",5,False,72,2018-01-08,2015-07-27,848.66,16,896,12.44444,15,911,14.22613,2,351.8058,153,12.46914,A2
1617028,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,117,2018-01-13,2015-07-30,9020.19,21,898,7.67521,10,908,23.19383,34,3759.95185,7014,-9.45869,A1
5980322,"Dog,Fish,Reptile,Small Animal",5,False,105,2018-01-13,2015-08-06,4397.88,20,891,8.48571,10,901,20.97669,2,1745.9713,97,-4.65608,A1
598666,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,52,2018-01-07,2015-11-04,1078.08,34,795,15.28846,16,811,11.54131,8,415.47,86,194.59402,A2
6025176,"Bird,Cat,Dog,Fish,Small Animal",4,False,39,2018-01-12,2016-02-10,1514.15,24,702,18.0,11,713,9.84572,28,671.13548,115,143.76068,A1
6125201,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,116,2018-01-09,2015-07-26,6290.66,18,898,7.74138,14,912,22.89474,22,1479.77941,181,-21.37931,A1
6261283,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,44,2018-01-13,2016-03-18,1112.72,22,666,15.13636,10,676,11.71598,4,559.9422,9048,87.77778,A1
6265573,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,89,2018-01-06,2015-08-04,958.25,18,886,9.95506,17,903,17.74086,4,462.97864,83,1.46067,A2
6278093,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,109,2018-01-01,2015-07-31,1359.9,24,885,8.11927,22,907,21.63175,5,766.59817,188,10.94801,A1
62815,"Bird,Cat,Dog,Reptile",4,False,23,2018-01-12,2016-04-29,1849.03,19,623,27.08696,11,634,6.52997,5,762.9,153,190.96618,A1
439157,"Cat,Dog,Fish,Wild Bird",4,False,76,2018-01-10,2015-08-15,6969.15,22,879,11.56579,13,892,15.33632,0,2361.45239,232,43.45029,A1
4426440,"Bird,Cat,Dog,Fish,Small Animal",4,False,73,2017-12-31,2015-08-05,3143.96,16,879,12.0411,23,902,14.56763,0,1224.63557,227,9.83257,A1
4447194,"Bird,Cat,Dog,Fish,Reptile",4,False,140,2018-01-06,2015-07-27,3630.03,24,894,6.38571,17,911,27.66191,15,1248.9458,60,-13.2381,A1
4454753,"Cat,Reptile",5,False,32,2018-01-05,2017-03-03,285.09,19,308,9.625,18,326,17.66871,0,113.97,3,7.53472,A2
447329,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,87,2018-01-13,2015-09-05,2746.66,17,861,9.89655,10,871,17.97933,15,995.7936,227,-5.447,A1
4474762,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,110,2017-12-18,2015-08-17,3416.85,30,854,7.76364,36,890,22.24719,20,1843.8692,148,34.84848,A1
4587166,"Dog,Fish,Wild Bird",5,False,65,2018-01-06,2015-07-27,1517.8,26,894,13.75385,17,911,12.84303,22,784.7803,228,102.44444,A1
4627440,"Bird,Cat,Dog,Wild Bird",4,False,90,2018-01-11,2015-08-06,1228.83,27,889,9.87778,12,901,17.98002,0,403.53886,140,50.16667,A2
4645780,"Dog,Fish,Reptile,Wild Bird",5,False,57,2018-01-12,2015-07-29,2450.92,19,898,15.75439,11,909,11.28713,1,956.25425,21,68.33333,A1
8033673,"Cat,Reptile,Small Animal",5,False,18,2018-01-11,2017-07-06,213.29,16,189,10.5,12,201,16.1194,1,129.47,4078,-0.74074,A2
8047814,"Bird,Small Animal,Wild Bird",5,False,19,2018-01-06,2017-07-09,732.99,16,181,9.52632,17,198,17.27273,4,375.61,232,-7.36842,A1
8049498,"Bird,Cat,Small Animal",5,False,18,2017-12-04,2017-07-10,153.34,17,147,8.16667,50,197,16.4467,0,68.9,240,3.3642,A2
806338,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,120,2018-01-12,2015-07-27,2276.22,23,900,7.5,11,911,23.71021,26,873.045,115,-2.99537,A1
8096404,Reptile,5,False,18,2018-01-11,2017-07-22,11.45,17,173,9.61111,12,185,17.51351,0,11.45,4044,-2.9321,A3
823384,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,112,2018-01-07,2015-07-26,2615.51,20,896,8.0,16,912,22.10526,9,758.7111,8022,-9.52381,A1
828546,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,97,2018-01-12,2015-07-26,1552.51,17,901,9.28866,11,912,19.14474,13,439.0591,7007,-11.20275,A2
8620161,"Fish,Reptile",5,False,19,2017-12-23,2017-08-12,352.82,19,133,7.0,31,164,20.85366,0,204.42,8048,-8.88889,A1
1677135,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,125,2018-01-10,2015-07-29,2401.69,25,896,7.168,13,909,24.75248,10,700.6234,197,1.0,A1
1759655,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,146,2018-01-02,2015-11-28,3135.85,28,766,5.24658,21,787,33.39263,4,621.1692,4012,-16.14916,A1
1786375,"Bird,Cat,Dog,Fish",4,False,35,2018-01-10,2015-10-22,349.1,16,811,23.17143,13,824,7.64563,0,89.2339,9038,109.26984,A3
1823922,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,131,2018-01-11,2015-07-30,3653.22,29,896,6.83969,12,908,25.96916,6,1107.01373,216,11.67091,A1
1894886,"Bird,Cat,Dog,Fish,Small Animal",4,False,107,2017-12-14,2015-07-30,855.88,20,868,8.11215,40,908,21.21145,3,537.12094,29,-5.71132,A2
1998740,"Bird,Cat,Dog,Wild Bird",4,False,105,2018-01-12,2015-07-29,2190.56,29,898,8.55238,11,909,20.79208,34,696.37894,38,39.47619,A1
2002287,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,228,2018-01-10,2015-08-04,4564.14,30,890,3.90351,13,903,45.4485,5,2214.43807,191,-33.99123,A1
6327967,"Bird,Dog,Fish",5,False,70,2018-01-13,2015-07-30,1331.2,17,898,12.82857,10,908,13.87665,2,473.0019,117,22.50794,A2
2962116,"Cat,Wild Bird",5,False,126,2018-01-04,2015-07-29,4106.34,21,890,7.06349,19,909,24.9505,0,869.0647,86,-15.83333,A1
2977893,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,55,2018-01-02,2015-09-01,1068.35,17,854,15.52727,21,875,11.31429,3,53.9141,168,50.25253,A3
3046462,"Bird,Cat,Dog,Small Animal",4,False,106,2018-01-06,2015-07-30,2153.27,20,891,8.40566,17,908,21.01322,1,755.20293,9020,-4.8218,A1
3059033,"Fish,Reptile",5,False,41,2017-12-29,2017-05-26,540.84,25,217,5.29268,25,242,30.49587,31,331.16,67,-18.02168,A1
3070225,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,80,2018-01-12,2015-08-07,4804.86,19,889,11.1125,11,900,16.0,13,1893.54919,3,18.75,A1
309080,"Bird,Dog,Wild Bird",5,False,108,2017-12-30,2015-07-29,3675.22,18,885,8.19444,24,909,21.38614,22,424.1222,72,-15.83333,A2
3095747,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,154,2017-12-30,2015-09-29,3062.22,23,823,5.34416,24,847,32.72727,16,1052.66337,115,-29.72222,A1
3116400,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,150,2018-01-06,2015-07-28,4330.23,17,893,5.95333,17,910,29.67033,12,1583.36625,52,-42.7037,A1
472187,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,218,2018-01-13,2015-07-28,12626.95,59,900,4.12844,10,910,43.12088,76,2338.2948,9016,36.82467,A1
4749939,"Dog,Fish,Reptile,Small Animal",5,False,57,2018-01-10,2016-02-11,1109.19,30,699,12.26316,13,712,14.41011,4,689.5492,8035,108.18713,A1
4750753,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,57,2018-01-09,2015-08-25,2094.81,21,868,15.22807,14,882,11.63265,1,839.2844,9073,80.52632,A1
4827606,"Cat,Dog,Small Animal,Wild Bird",4,False,106,2018-01-12,2015-07-30,3566.69,24,897,8.46226,11,908,21.01322,5,1307.7613,60,14.21384,A1
488673,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,63,2018-01-08,2016-07-28,3217.06,30,529,8.39683,15,544,20.84559,0,1255.32,59,43.91534,A1
492895,"Dog,Fish,Reptile,Wild Bird",5,False,139,2018-01-07,2015-08-01,4168.81,26,890,6.40288,16,906,27.61589,13,124.2995,118,-5.85132,A2
2044940,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,73,2018-01-12,2015-10-09,1650.08,18,826,11.31507,11,837,15.69892,0,525.4247,4,14.65753,A2
2049932,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,50,2018-01-13,2015-08-04,5255.32,16,893,17.86,10,903,9.96678,18,1954.74988,4101,60.53333,A1
2090220,"Bird,Cat,Dog,Small Animal",4,False,133,2018-01-09,2015-08-07,4841.9,28,886,6.66165,14,900,26.6,1,2113.57021,9048,5.26316,A1
2102169,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,155,2018-01-06,2016-01-12,3224.88,32,725,4.67742,17,742,37.60108,19,918.5388,219,-14.89606,A1
2112868,"Cat,Dog,Small Animal,Wild Bird",4,False,116,2018-01-08,2015-08-16,4088.62,25,876,7.55172,15,891,23.43434,4,1575.37635,223,6.68103,A1
2133593,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,137,2018-01-03,2015-09-02,3337.92,19,854,6.23358,20,874,28.2151,7,1494.788,195,-32.66018,A1
2160765,"Cat,Dog,Fish,Wild Bird",4,False,135,2018-01-04,2015-08-13,1506.4,29,875,6.48148,19,894,27.18121,0,631.11115,111,6.69136,A1
2164027,"Bird,Dog,Fish,Reptile,Small Animal",5,False,28,2018-01-09,2015-09-01,563.0,20,861,30.75,14,875,5.76,0,331.985,113,247.22222,A2
2209621,"Bird,Cat,Dog,Fish,Small Animal",4,False,91,2018-01-13,2015-07-27,2523.04,20,901,9.9011,10,911,17.98024,12,596.43273,3,11.23321,A2
8688746,"Cat,Fish,Reptile",5,False,16,2017-12-22,2017-09-04,539.56,16,109,6.8125,32,141,20.42553,2,318.07,211,-21.66667,A1
2230190,"Bird,Dog,Fish,Small Animal",5,False,85,2018-01-02,2015-07-31,2733.15,16,886,10.42353,21,907,16.8688,7,920.96918,67,-5.15033,A1
1002295,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,138,2018-01-07,2015-07-28,1450.32,30,894,6.47826,16,910,27.2967,26,891.42872,117,9.90338,A1
1021219,"Bird,Cat,Dog,Wild Bird",4,False,26,2018-01-06,2017-04-01,1249.31,16,280,10.76923,17,297,15.75758,3,507.17,244,1.53846,A1
1022805,"Bird,Cat,Dog,Fish,Wild Bird",4,False,191,2017-12-30,2015-07-27,5147.25,42,887,4.64398,24,911,37.73875,10,2236.3962,9038,11.29145,A1
1059680,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,408,2018-01-13,2015-07-27,7833.69,52,901,2.20833,10,911,80.61471,78,1886.34239,134,-35.49564,A1
693756,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,93,2018-01-05,2015-07-28,4960.46,16,892,9.5914,18,910,18.3956,8,1124.65351,102,-13.0227,A1
6948900,"Bird,Cat,Dog,Fish",4,False,99,2018-01-12,2015-07-28,5023.27,24,899,9.08081,11,910,19.58242,4,2098.6914,94,22.55892,A1
7051113,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,144,2018-01-04,2015-08-08,10817.73,17,880,6.11111,19,899,28.83204,16,1288.9561,8031,-41.03781,A1
1073684,"Cat,Wild Bird",5,False,47,2018-01-10,2016-11-26,939.01,18,410,8.7234,13,423,20.0,1,187.727,9,-10.0,A2
1106119,"Cat,Dog,Small Animal,Wild Bird",4,False,93,2018-01-08,2015-07-31,3372.16,27,892,9.5914,15,907,18.45645,1,1297.9151,9046,46.29032,A1
5454432,"Bird,Cat,Dog,Fish,Small Animal",4,False,54,2018-01-13,2016-04-16,977.57,18,637,11.7963,10,647,15.02318,4,333.56,141,19.81481,A2
5459569,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,93,2017-12-01,2015-07-30,2240.88,21,855,9.19355,53,908,18.43612,2,1032.1899,9003,13.90681,A1
5459688,"Bird,Cat,Dog,Wild Bird",4,False,99,2018-01-13,2015-08-02,3300.17,19,895,9.0404,10,905,19.69061,1,1446.1189,151,-3.5073,A1
546555,"Cat,Dog,Fish,Wild Bird",4,False,73,2018-01-12,2015-08-10,2303.67,18,886,12.13699,11,897,14.64883,23,413.3737,9044,22.87671,A2
5517244,"Bird,Cat,Dog,Fish",4,False,140,2018-01-11,2015-07-26,3223.73,30,900,6.42857,12,912,27.63158,26,432.5885,106,8.57143,A2
3908613,"Bird,Cat,Dog,Fish,Small Animal",4,False,35,2018-01-02,2015-10-01,351.11,21,824,23.54286,21,845,7.45562,0,178.42529,42,181.66667,A2
4021094,"Bird,Fish,Reptile,Small Animal",5,False,145,2017-12-16,2015-08-29,1619.86,18,840,5.7931,38,878,29.72665,2,882.2368,128,-39.44828,A1
246832,"Bird,Dog,Wild Bird",5,False,55,2018-01-09,2015-10-02,2185.43,18,830,15.09091,14,844,11.72986,9,1007.99243,8054,53.45455,A1
2490103,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,43,2018-01-03,2015-09-27,1366.68,21,829,19.27907,20,849,9.11661,0,771.31085,9016,130.34884,A1
2493901,"Bird,Cat,Dog,Wild Bird",4,False,85,2018-01-08,2015-08-25,5925.72,18,867,10.2,15,882,17.34694,2,1151.9853,75,3.76471,A1
2505195,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,222,2018-01-07,2015-07-27,1650.31,16,895,4.03153,16,911,43.86389,11,258.91405,185,-63.52352,A2
2539625,"Bird,Cat,Dog,Fish,Reptile",4,False,44,2018-01-10,2015-10-21,956.63,16,812,18.45455,13,825,9.6,33,258.57117,181,66.66667,A2
710318,"Bird,Cat,Dog,Fish,Reptile",4,False,50,2017-12-22,2016-06-14,454.85,16,556,11.12,32,588,15.30612,2,277.69,67,4.53333,A2
7228059,"Dog,Fish,Reptile,Wild Bird",5,False,51,2018-01-12,2015-10-29,516.74,17,806,15.80392,11,817,11.23623,0,199.4433,98,51.2963,A2
7229323,"Bird,Cat,Dog,Fish,Wild Bird",4,False,44,2018-01-02,2017-02-04,1213.28,24,332,7.54545,21,353,22.43626,2,699.55,4052,6.9697,A1
7232387,"Bird,Cat,Dog,Wild Bird",4,False,51,2018-01-07,2015-08-02,2105.82,19,889,17.43137,16,905,10.14365,11,650.076,43,87.30937,A1
7275327,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,78,2018-01-08,2015-07-28,1989.52,17,895,11.47436,15,910,15.42857,4,667.9513,9031,10.18519,A1
7323152,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,144,2018-01-10,2016-07-30,4463.5,44,529,3.67361,13,542,47.82288,10,1570.07,4040,-7.99383,A1
120999,"Cat,Dog,Small Animal,Wild Bird",4,False,154,2018-01-13,2015-07-28,6848.96,34,900,5.84416,10,910,30.46154,8,2528.75858,42,11.61616,A1
121894,"Cat,Dog,Reptile,Wild Bird",4,False,74,2018-01-10,2015-08-05,5167.11,17,889,12.01351,13,902,14.76718,1,870.3262,8020,15.12012,A1
1260745,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,182,2018-01-13,2016-06-02,5320.6,19,590,3.24176,10,600,54.6,1,2099.17,66,-65.20147,A1
1378254,"Bird,Cat,Dog,Fish",4,False,58,2018-01-04,2016-10-18,2419.07,26,443,7.63793,19,462,22.5974,16,824.58,57,15.05747,A1
1379231,"Dog,Fish,Reptile,Small Animal",5,False,76,2017-12-29,2016-02-20,1608.32,16,678,8.92105,25,703,19.45946,0,788.2993,152,-17.77778,A1
1385194,"Dog,Fish,Reptile,Small Animal",5,False,342,2018-01-11,2015-07-27,6978.37,70,899,2.62865,12,911,67.57409,7,3814.41,59,3.58999,A1
1425272,"Bird,Cat,Dog,Wild Bird",4,False,98,2018-01-08,2015-07-31,4202.91,28,892,9.10204,15,907,19.44873,29,916.121,67,43.96825,A1
5609189,"Bird,Cat,Dog,Small Animal",4,False,53,2018-01-09,2015-08-07,1476.28,21,886,16.71698,14,900,10.6,0,570.47601,32,98.11321,A2
5611081,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,213,2017-10-19,2015-09-13,7795.54,17,767,3.60094,96,863,44.42642,4,3175.29664,8024,-61.73448,A1
5637090,"Bird,Cat,Dog,Wild Bird",4,False,118,2018-01-08,2015-07-26,3008.46,28,897,7.60169,15,912,23.28947,41,579.53754,191,20.22599,A2
5690698,"Cat,Dog,Small Animal,Wild Bird",4,False,53,2018-01-13,2015-08-07,1620.93,18,890,16.79245,10,900,10.6,2,600.2028,105,69.81132,A2
5792344,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,85,2018-01-13,2016-09-24,3368.01,32,476,5.6,10,486,31.48148,0,1845.43,4046,1.64706,A1
5810302,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,85,2017-12-21,2016-10-16,1748.6,18,431,5.07059,33,464,32.97414,15,413.69,221,-45.41176,A1
5891098,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,40,2018-01-13,2016-09-10,1060.88,17,490,12.25,10,500,14.4,1,587.2712,152,18.05556,A1
5926901,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,61,2018-01-13,2015-09-05,1461.88,18,861,14.11475,10,871,12.6062,13,371.8711,244,42.78689,A2
4132355,"Cat,Dog,Fish,Wild Bird",4,False,58,2018-01-13,2015-07-27,1215.66,20,901,15.53448,10,911,11.45993,0,303.6305,90,74.52107,A2
4188514,"Bird,Cat",5,False,72,2017-12-10,2015-08-08,251.89,22,855,11.875,44,899,14.41602,0,41.6419,7013,52.60802,A3
4280670,"Bird,Cat,Dog,Fish,Wild Bird",4,False,57,2018-01-10,2015-08-19,1866.64,17,875,15.35088,13,888,11.55405,0,816.2548,139,47.1345,A1
435502,"Fish,Reptile",5,False,64,2018-01-02,2015-08-15,706.53,23,871,13.60938,21,892,12.9148,5,352.6,9052,78.09028,A2
2593404,"Bird,Cat,Dog,Small Animal",4,False,104,2018-01-07,2015-08-02,9839.42,21,889,8.54808,16,905,20.68508,16,2192.3446,152,1.52244,A1
2613531,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,87,2018-01-02,2015-08-29,4771.34,26,857,9.85057,21,878,17.83599,12,1873.64232,8060,45.77267,A1
2639336,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,50,2018-01-13,2015-08-01,894.96,17,896,17.92,10,906,9.93377,1,347.24318,90,71.13333,A2
2683045,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,145,2018-01-12,2015-09-01,2633.77,33,864,5.95862,11,875,29.82857,9,1071.85797,8052,10.63218,A1
2697714,"Dog,Reptile,Small Animal,Wild Bird",5,False,80,2018-01-06,2015-08-12,3290.18,16,878,10.975,17,895,16.08939,5,1116.53763,18,-0.55556,A1
2697988,"Dog,Fish,Reptile,Small Animal",5,False,43,2018-01-06,2015-07-26,1860.71,18,895,20.81395,17,912,8.48684,2,831.3788,8030,112.09302,A1
2740854,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,43,2018-01-07,2015-08-03,988.53,16,888,20.65116,16,904,8.56195,11,368.46462,9038,86.87339,A2
2799568,"Bird,Cat,Dog,Fish,Small Animal",4,False,56,2018-01-08,2015-07-31,1466.37,21,892,15.92857,15,907,11.11356,1,585.9817,62,88.95833,A2
2803103,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,232,2018-01-10,2015-07-26,7680.31,26,899,3.875,13,912,45.78947,1,2570.7168,13,-43.21839,A1
